14148 | 01-2026 | 750000 | 0 | 750000
14149 | 01-2026 | 265000 | 0 | 265000
14150 | 01-2026 | 650000 | 0 | 650000
14151 | 01-2026 | 40000 | 0 | 40000
14154 | 01-2026 | 250000 | 0 | 250000
14155 | 01-2026 | 250000 | 0 | 250000
14156 | 01-2026 | 310000 | 0 | 310000
14157 | 01-2026 | 980000 | 0 | 980000
14158 | 01-2026 | 250000 | 0 | 250000
14159 | 01-2026 | 380000 | 0 | 380000
14162 | 01-2026 | 830000 | 0 | 830000
14163 | 01-2026 | 50000 | 0 | 50000
14164 | 01-2026 | 580000 | 0 | 580000
14165 | 01-2026 | 250000 | 0 | 250000
14166 | 01-2026 | 415000 | 0 | 415000
14167 | 01-2026 | 365000 | 0 | 365000
14169 | 01-2026 | 250000 | 0 | 250000
14170 | 01-2026 | 100000 | 0 | 100000
14171 | 01-2026 | 400000 | 0 | 400000
14172 | 01-2026 | 445000 | 0 | 445000
14173 | 01-2026 | 580000 | 0 | 580000
14174 | 01-2026 | 460000 | 0 | 460000
14175 | 01-2026 | 375000 | 0 | 375000
14176 | 01-2026 | 80000 | 0 | 80000
14177 | 01-2026 | 250000 | 0 | 250000
14178 | 01-2026 | 45000 | 0 | 45000
14179 | 01-2026 | 250000 | 0 | 250000
14180 | 01-2026 | 250000 | 0 | 250000
14181 | 01-2026 | 180000 | 0 | 180000
14182 | 01-2026 | 40000 | 0 | 40000
14183 | 01-2026 | 830000 | 0 | 830000
14184 | 01-2026 | 1560000 | 0 | 1560000
14185 | 01-2026 | 400000 | 0 | 400000
14186 | 01-2026 | 25000 | 0 | 25000
14187 | 01-2026 | 830000 | 0 | 830000
14188 | 01-2026 | 40000 | 0 | 40000
14189 | 01-2026 | 150000 | 0 | 150000
14190 | 01-2026 | 10000 | 0 | 10000
14191 | 01-2026 | 920000 | 46000 | 847000
14192 | 01-2026 | 620000 | 0 | 620000
14193 | 01-2026 | 960000 | 0 | 960000
14194 | 01-2026 | 250000 | 0 | 250000
14195 | 01-2026 | 120000 | 0 | 120000
14196 | 01-2026 | 660000 | 33000 | 627000
14197 | 01-2026 | 280000 | 0 | 280000
14198 | 01-2026 | 40000 | 0 | 40000
14199 | 01-2026 | 250000 | 0 | 250000
14200 | 01-2026 | 460000 | 0 | 460000
14201 | 01-2026 | 1030000 | 0 | 1030000
14202 | 01-2026 | 365000 | 0 | 365000
14203 | 01-2026 | 120000 | 0 | 120000
14204 | 01-2026 | 480000 | 0 | 480000
14205 | 01-2026 | 460000 | 0 | 460000
14206 | 01-2026 | 105000 | 0 | 105000
14207 | 01-2026 | 530000 | 0 | 530000
14208 | 01-2026 | 40000 | 0 | 40000
14209 | 01-2026 | 120000 | 0 | 120000
14210 | 01-2026 | 500000 | 0 | 500000
14211 | 01-2026 | 1580000 | 0 | 1580000
14212 | 01-2026 | 350000 | 0 | 350000
14213 | 01-2026 | 880000 | 44000 | 836000
14214 | 01-2026 | 250000 | 0 | 250000
14215 | 01-2026 | 1030000 | 0 | 1030000
14218 | 01-2026 | 300000 | 0 | 300000
14219 | 01-2026 | 270000 | 0 | 270000
14220 | 01-2026 | 280000 | 0 | 280000
14221 | 01-2026 | 975000 | 0 | 975000
14222 | 01-2026 | 2050000 | 0 | 2050000
14223 | 01-2026 | 1290000 | 64500 | 1225500
14224 | 01-2026 | 20000 | 0 | 20000
14225 | 01-2026 | 250000 | 0 | 250000
14226 | 01-2026 | 260000 | 0 | 260000
14227 | 01-2026 | 290000 | 0 | 290000
14228 | 01-2026 | 129000 | 0 | 129000
14229 | 01-2026 | 40000 | 0 | 40000
14230 | 01-2026 | 350000 | 0 | 350000
14231 | 01-2026 | 1500000 | 0 | 1500000
14233 | 01-2026 | 80000 | 0 | 80000
14234 | 01-2026 | 680000 | 0 | 680000
14235 | 01-2026 | 140000 | 0 | 140000
14236 | 01-2026 | 250000 | 0 | 250000
14237 | 01-2026 | 230000 | 0 | 230000
14238 | 01-2026 | 250000 | 0 | 250000
14239 | 01-2026 | 658000 | 0 | 658000
14240 | 01-2026 | 280000 | 0 | 280000
14241 | 01-2026 | 550000 | 0 | 550000
14242 | 01-2026 | 365000 | 0 | 365000
14243 | 01-2026 | 800000 | 0 | 800000
14244 | 01-2026 | 620000 | 0 | 620000
14245 | 01-2026 | 1080000 | 0 | 1080000
14257 | 01-2026 | 120000 | 0 | 120000
14247 | 01-2026 | 530000 | 0 | 530000
14248 | 01-2026 | 224000 | 0 | 224000
14249 | 01-2026 | 300000 | 0 | 300000
14250 | 01-2026 | 980000 | 0 | 980000
14251 | 01-2026 | 55000 | 0 | 55000
14256 | 01-2026 | 80000 | 0 | 80000
14253 | 01-2026 | 120000 | 0 | 120000
14254 | 01-2026 | 280000 | 0 | 280000
14255 | 01-2026 | 310000 | 0 | 310000
14258 | 01-2026 | 955000 | 0 | 955000
14259 | 01-2026 | 478000 | 0 | 478000
14260 | 01-2026 | 530000 | 0 | 530000
14264 | 01-2026 | 365000 | 0 | 365000
14265 | 01-2026 | 40000 | 0 | 40000
14268 | 01-2026 | 480000 | 0 | 480000
14263 | 01-2026 | 275000 | 0 | 275000
14271 | 01-2026 | 250000 | 0 | 250000
14272 | 01-2026 | 40000 | 0 | 40000
14273 | 01-2026 | 2465000 | 0 | 2465000
14274 | 01-2026 | 2745500 | 0 | 2745500
14278 | 01-2026 | 458000 | 0 | 458000
14252 | 02-2026 | 1558000 | 0 | 1558000
14261 | 02-2026 | 650000 | 0 | 650000
14262 | 02-2026 | 700000 | 0 | 700000
14270 | 02-2026 | 400000 | 0 | 400000
14277 | 02-2026 | 460000 | 0 | 460000
14161 | 02-2026 | 200000 | 0 | 200000
14279 | 02-2026 | 880000 | 0 | 880000
14280 | 02-2026 | 20000 | 0 | 20000
14281 | 02-2026 | 1030000 | 0 | 1030000
14282 | 02-2026 | 1030000 | 0 | 1030000
14283 | 02-2026 | 250000 | 0 | 250000
14284 | 02-2026 | 250000 | 0 | 250000
14285 | 02-2026 | 300000 | 0 | 300000
14286 | 02-2026 | 180000 | 0 | 180000
14287 | 02-2026 | 80000 | 0 | 80000
14288 | 02-2026 | 180000 | 0 | 180000
14289 | 02-2026 | 280000 | 0 | 280000
14290 | 02-2026 | 40000 | 0 | 40000
14291 | 02-2026 | 1270000 | 0 | 1270000
14292 | 02-2026 | 550000 | 0 | 550000
14293 | 02-2026 | 265000 | 0 | 265000
14296 | 02-2026 | 80000 | 0 | 80000
14297 | 02-2026 | 40000 | 0 | 40000
14298 | 02-2026 | 400000 | 0 | 400000
14299 | 02-2026 | 400000 | 0 | 400000
14300 | 02-2026 | 40000 | 0 | 40000
14301 | 02-2026 | 620000 | 0 | 620000
14303 | 02-2026 | 1145000 | 0 | 1145000
14305 | 02-2026 | 475000 | 0 | 475000
14306 | 02-2026 | 80000 | 0 | 80000
14307 | 02-2026 | 800000 | 0 | 800000
14308 | 02-2026 | 395000 | 0 | 395000
14309 | 02-2026 | 1980000 | 0 | 1980000
14313 | 02-2026 | 600000 | 0 | 600000
14314 | 02-2026 | 40000 | 0 | 40000
14315 | 02-2026 | 530000 | 0 | 530000
14316 | 02-2026 | 104000 | 0 | 104000
14317 | 02-2026 | 350000 | 0 | 350000
14318 | 02-2026 | 400000 | 0 | 400000
14319 | 02-2026 | 400000 | 0 | 400000
14321 | 02-2026 | 600000 | 30000 | 570000
14322 | 02-2026 | 650000 | 0 | 650000
14323 | 02-2026 | 500000 | 0 | 500000
14324 | 02-2026 | 1550000 | 77500 | 1472500
14325 | 02-2026 | 40000 | 0 | 40000
14326 | 02-2026 | 500000 | 0 | 500000
14327 | 02-2026 | 40000 | 0 | 40000
14328 | 02-2026 | 250000 | 0 | 250000
14330 | 02-2026 | 265000 | 0 | 265000
14333 | 02-2026 | 580000 | 0 | 580000
14334 | 02-2026 | 40000 | 0 | 40000
14335 | 02-2026 | 160000 | 0 | 160000
14336 | 02-2026 | 580000 | 0 | 580000
14338 | 02-2026 | 510000 | 51000 | 459000
14339 | 02-2026 | 650000 | 0 | 650000
14341 | 02-2026 | 630000 | 0 | 630000
14342 | 02-2026 | 460000 | 0 | 460000
14343 | 02-2026 | 530000 | 0 | 530000
14344 | 02-2026 | 180000 | 0 | 180000
14345 | 02-2026 | 1030000 | 0 | 1030000
14346 | 02-2026 | 270000 | 0 | 270000
14347 | 02-2026 | 40000 | 0 | 40000
14348 | 02-2026 | 150000 | 0 | 150000
14349 | 02-2026 | 295000 | 0 | 295000
14350 | 02-2026 | 280000 | 0 | 280000
14351 | 02-2026 | 310000 | 0 | 310000
14352 | 02-2026 | 140000 | 0 | 140000
14353 | 02-2026 | 460000 | 0 | 460000
14354 | 02-2026 | 830000 | 0 | 830000
14355 | 02-2026 | 40000 | 0 | 40000
14357 | 02-2026 | 460000 | 0 | 460000
14359 | 02-2026 | 125000 | 0 | 125000
14360 | 02-2026 | 280000 | 0 | 280000
14361 | 02-2026 | 1080000 | 54000 | 1026000
14362 | 02-2026 | 40000 | 0 | 40000
14363 | 02-2026 | 100000 | 0 | 100000
14364 | 02-2026 | 40000 | 0 | 40000
14365 | 02-2026 | 1000000 | 0 | 1000000
14366 | 02-2026 | 250000 | 0 | 250000
14368 | 02-2026 | 460000 | 0 | 460000
14369 | 02-2026 | 810000 | 0 | 810000
14370 | 02-2026 | 530000 | 0 | 530000
14371 | 02-2026 | 770000 | 0 | 770000
14372 | 02-2026 | 505000 | 0 | 505000
14373 | 02-2026 | 250000 | 0 | 250000
14374 | 02-2026 | 1720000 | 0 | 1720000
14375 | 02-2026 | 180000 | 0 | 180000
14377 | 02-2026 | 180000 | 0 | 180000
14379 | 02-2026 | 330000 | 0 | 330000
14380 | 02-2026 | 680000 | 0 | 680000
14381 | 02-2026 | 40000 | 0 | 40000
14382 | 02-2026 | 40000 | 0 | 40000
14383 | 02-2026 | 580000 | 0 | 580000
14384 | 02-2026 | 400000 | 0 | 400000
14385 | 02-2026 | 460000 | 0 | 460000
14386 | 02-2026 | 1030000 | 0 | 1030000
14389 | 02-2026 | 330000 | 0 | 330000
14390 | 02-2026 | 530000 | 0 | 530000
14391 | 02-2026 | 180000 | 0 | 180000
14392 | 02-2026 | 640000 | 0 | 640000
14393 | 02-2026 | 180000 | 0 | 180000
14394 | 02-2026 | 1580000 | 0 | 1580000
14395 | 02-2026 | 480000 | 0 | 480000
14396 | 02-2026 | 180000 | 0 | 180000
14397 | 02-2026 | 120000 | 0 | 120000
14398 | 02-2026 | 40000 | 0 | 40000
14399 | 02-2026 | 40000 | 0 | 40000
14400 | 02-2026 | 80000 | 0 | 80000
14401 | 02-2026 | 1110000 | 55500 | 1054500
14403 | 02-2026 | 310000 | 0 | 310000
14404 | 02-2026 | 370000 | 0 | 370000
14405 | 02-2026 | 150000 | 0 | 150000
14406 | 02-2026 | 1030000 | 0 | 1030000
14407 | 02-2026 | 40000 | 0 | 40000
14408 | 02-2026 | 460000 | 0 | 460000
14409 | 02-2026 | 945000 | 0 | 945000
14410 | 02-2026 | 420000 | 0 | 420000
14411 | 02-2026 | 180000 | 0 | 180000
14412 | 02-2026 | 40000 | 0 | 40000
14413 | 02-2026 | 150000 | 0 | 150000
14414 | 02-2026 | 100000 | 0 | 100000
14415 | 02-2026 | 40000 | 0 | 40000
14416 | 02-2026 | 780000 | 0 | 780000
14417 | 02-2026 | 250000 | 0 | 250000
14418 | 02-2026 | 380000 | 0 | 380000
14419 | 02-2026 | 274000 | 0 | 274000
14420 | 02-2026 | 180000 | 0 | 180000
14422 | 02-2026 | 1426000 | 0 | 1426000
14423 | 02-2026 | 180000 | 0 | 180000
14424 | 02-2026 | 294000 | 0 | 294000
14425 | 02-2026 | 65000 | 0 | 65000
14426 | 02-2026 | 80000 | 0 | 80000
14428 | 02-2026 | 80000 | 0 | 80000
14429 | 02-2026 | 40000 | 0 | 40000
14430 | 02-2026 | 560000 | 0 | 560000
14432 | 02-2026 | 20000 | 0 | 20000
14433 | 02-2026 | 150000 | 0 | 150000
14434 | 02-2026 | 450000 | 0 | 450000
14435 | 02-2026 | 265000 | 0 | 265000
14436 | 02-2026 | 40000 | 0 | 40000
14437 | 02-2026 | 40000 | 0 | 40000
14438 | 02-2026 | 460000 | 0 | 460000
14439 | 02-2026 | 580000 | 0 | 580000
14440 | 02-2026 | 360000 | 0 | 360000
14441 | 02-2026 | 180000 | 0 | 180000
14442 | 02-2026 | 574000 | 0 | 574000
14443 | 02-2026 | 15000 | 0 | 15000
14444 | 02-2026 | 280000 | 0 | 280000
14445 | 02-2026 | 180000 | 0 | 180000
14446 | 02-2026 | 105000 | 0 | 105000
14447 | 02-2026 | 180000 | 0 | 180000
14448 | 02-2026 | 200000 | 0 | 200000
14449 | 02-2026 | 40000 | 0 | 40000
14450 | 02-2026 | 40000 | 0 | 40000
14451 | 02-2026 | 95000 | 0 | 95000
14452 | 02-2026 | 446000 | 0 | 446000
14453 | 02-2026 | 200000 | 0 | 200000
14454 | 02-2026 | 105000 | 0 | 105000
14455 | 02-2026 | 650000 | 0 | 650000
14456 | 02-2026 | 40000 | 0 | 40000
14458 | 02-2026 | 265000 | 0 | 265000
14459 | 02-2026 | 1034000 | 0 | 1034000
14460 | 02-2026 | 250000 | 0 | 250000
14461 | 02-2026 | 1580000 | 0 | 1580000
14462 | 02-2026 | 40000 | 0 | 40000
14463 | 02-2026 | 270000 | 0 | 270000
14464 | 02-2026 | 406000 | 0 | 406000
14465 | 02-2026 | 310000 | 0 | 310000
14466 | 02-2026 | 250000 | 0 | 250000
14467 | 02-2026 | 40000 | 0 | 40000
14468 | 02-2026 | 260000 | 0 | 260000
14469 | 02-2026 | 365000 | 0 | 365000
14471 | 02-2026 | 40000 | 0 | 40000
14472 | 02-2026 | 545000 | 0 | 545000
14473 | 02-2026 | 50000 | 0 | 40000
14474 | 02-2026 | 530000 | 0 | 530000
14475 | 02-2026 | 280000 | 0 | 280000
14476 | 02-2026 | 170000 | 0 | 170000
14477 | 02-2026 | 420000 | 0 | 420000
14478 | 02-2026 | 644000 | 0 | 644000
14479 | 02-2026 | 1030000 | 0 | 1030000
14480 | 02-2026 | 630000 | 0 | 630000
14481 | 02-2026 | 40000 | 0 | 40000
14482 | 02-2026 | 80000 | 0 | 80000
14483 | 02-2026 | 265000 | 0 | 265000
14484 | 02-2026 | 420000 | 0 | 420000
14485 | 02-2026 | 125000 | 0 | 125000
14486 | 02-2026 | 750000 | 0 | 750000
14487 | 02-2026 | 350000 | 0 | 350000
14488 | 02-2026 | 40000 | 0 | 40000
14489 | 02-2026 | 1580000 | 0 | 1580000
14490 | 02-2026 | 265000 | 0 | 265000
14491 | 02-2026 | 40000 | 0 | 40000
14495 | 02-2026 | 80000 | 0 | 80000
14497 | 02-2026 | 464000 | 0 | 464000
14498 | 02-2026 | 1600000 | 0 | 1600000
14499 | 02-2026 | 1516000 | 0 | 1516000
14501 | 03-2026 | 1730000 | 0 | 1730000
14502 | 03-2026 | 466000 | 0 | 466000
14504 | 03-2026 | 1200000 | 0 | 1200000
14505 | 03-2026 | 280000 | 0 | 280000
14506 | 03-2026 | 50000 | 0 | 50000
14493 | 03-2026 | 910000 | 0 | 910000
14508 | 03-2026 | 930000 | 0 | 930000
14509 | 03-2026 | 50000 | 0 | 50000
14510 | 03-2026 | 40000 | 0 | 40000
14511 | 03-2026 | 600000 | 0 | 600000
14512 | 03-2026 | 40000 | 0 | 40000
14513 | 03-2026 | 120000 | 0 | 120000
14514 | 03-2026 | 970000 | 0 | 970000
14515 | 03-2026 | 120000 | 0 | 120000
14516 | 03-2026 | 680000 | 0 | 680000
14517 | 03-2026 | 40000 | 0 | 40000
14518 | 03-2026 | 250000 | 0 | 250000
14519 | 03-2026 | 280000 | 0 | 280000
14520 | 03-2026 | 40000 | 0 | 40000
14521 | 03-2026 | 850000 | 0 | 850000
14522 | 03-2026 | 480000 | 0 | 480000
14523 | 03-2026 | 1280000 | 0 | 1280000
14524 | 03-2026 | 580000 | 0 | 580000
14525 | 03-2026 | 120000 | 0 | 120000
14526 | 03-2026 | 300000 | 0 | 300000
14427 | 03-2026 | 90000 | 0 | 90000
14528 | 03-2026 | 110000 | 0 | 110000
14529 | 03-2026 | 530000 | 0 | 530000
14530 | 03-2026 | 530000 | 0 | 530000
14531 | 03-2026 | 380000 | 0 | 380000
14532 | 03-2026 | 150000 | 0 | 150000
14533 | 03-2026 | 275000 | 0 | 275000
14534 | 03-2026 | 275000 | 0 | 275000
14535 | 03-2026 | 460000 | 0 | 460000
14358 | 03-2026 | 460000 | 0 | 460000
13784 | 03-2026 | 600000 | 0 | 600000
14537 | 03-2026 | 40000 | 0 | 40000
14538 | 03-2026 | 2510000 | 0 | 2510000
17539 | 03-2026 | 400000 | 0 | 400000
14540 | 03-2026 | 40000 | 0 | 40000
14541 | 03-2026 | 460000 | 0 | 460000
14542 | 03-2026 | 530000 | 0 | 530000
14543 | 03-2026 | 30000 | 0 | 30000
14544 | 03-2026 | 100000 | 0 | 100000
14545 | 03-2026 | 970000 | 48500 | 921500
14546 | 03-2026 | 530000 | 0 | 530000
14547 | 03-2026 | 810000 | 0 | 810000
14548 | 03-2026 | 585000 | 0 | 585000
14550 | 03-2026 | 250000 | 0 | 250000
14551 | 03-2026 | 780000 | 0 | 780000
14552 | 03-2026 | 480000 | 0 | 480000
14553 | 03-2026 | 460000 | 0 | 460000
14556 | 03-2026 | 250000 | 0 | 250000
14557 | 03-2026 | 80000 | 0 | 80000
14558 | 03-2026 | 180000 | 0 | 180000
14559 | 03-2026 | 60000 | 0 | 60000
14561 | 03-2026 | 270000 | 0 | 270000
14563 | 03-2026 | 40000 | 0 | 40000
14565 | 03-2026 | 570000 | 0 | 570000
14566 | 03-2026 | 300000 | 0 | 300000
14567 | 03-2026 | 350000 | 0 | 350000
14568 | 03-2026 | 40000 | 0 | 40000
14569 | 03-2026 | 180000 | 0 | 180000
14570 | 03-2026 | 190000 | 0 | 190000
14571 | 03-2026 | 776000 | 0 | 776000
14572 | 03-2026 | 385000 | 0 | 385000
14573 | 03-2026 | 1420000 | 71000 | 1349000
14574 | 03-2026 | 2530000 | 0 | 2530000
14575 | 03-2026 | 750000 | 0 | 750000
14577 | 03-2026 | 40000 | 0 | 40000
14578 | 03-2026 | 250000 | 0 | 250000
14579 | 03-2026 | 580000 | 0 | 580000
14581 | 03-2026 | 5000 | 0 | 5000
14582 | 03-2026 | 2050000 | 0 | 2050000
14583 | 03-2026 | 630000 | 0 | 630000
14584 | 03-2026 | 250000 | 0 | 250000
14585 | 03-2026 | 360000 | 0 | 360000
14586 | 03-2026 | 365000 | 0 | 365000
14587 | 03-2026 | 225000 | 0 | 225000
14588 | 03-2026 | 530000 | 26500 | 503500
14589 | 03-2026 | 1580000 | 0 | 1580000
14590 | 03-2026 | 460000 | 0 | 460000
14591 | 03-2026 | 930000 | 0 | 930000
14593 | 03-2026 | 60000 | 0 | 60000
14594 | 03-2026 | 400000 | 0 | 400000
14597 | 03-2026 | 530000 | 0 | 530000
14598 | 03-2026 | 960000 | 48000 | 912000
14599 | 03-2026 | 730000 | 36500 | 693500
14601 | 03-2026 | 30000 | 0 | 30000
14602 | 03-2026 | 30000 | 0 | 30000
14603 | 03-2026 | 480000 | 0 | 480000
14604 | 03-2026 | 390000 | 0 | 390000
14605 | 03-2026 | 580000 | 0 | 580000
14606 | 03-2026 | 40000 | 0 | 40000
14607 | 03-2026 | 40000 | 0 | 40000
14608 | 03-2026 | 630000 | 0 | 630000
14609 | 03-2026 | 530000 | 0 | 530000
14610 | 03-2026 | 460000 | 0 | 460000
14611 | 03-2026 | 350000 | 0 | 350000
14612 | 03-2026 | 750000 | 0 | 750000
14614 | 03-2026 | 250000 | 0 | 250000
14615 | 03-2026 | 580000 | 0 | 580000
14617 | 03-2026 | 40000 | 0 | 40000
14618 | 03-2026 | 630000 | 0 | 630000
14619 | 03-2026 | 1580000 | 0 | 1580000
14620 | 03-2026 | 250000 | 0 | 250000
14621 | 03-2026 | 930000 | 0 | 930000
14622 | 03-2026 | 40000 | 0 | 40000
14624 | 03-2026 | 40000 | 0 | 40000
14625 | 03-2026 | 280000 | 0 | 280000
14626 | 03-2026 | 250000 | 0 | 250000
14627 | 03-2026 | 400000 | 0 | 400000
14628 | 03-2026 | 735000 | 0 | 735000
14629 | 03-2026 | 350000 | 0 | 350000
14630 | 03-2026 | 80000 | 0 | 80000
14631 | 03-2026 | 250000 | 0 | 250000
14632 | 03-2026 | 310000 | 0 | 310000
14633 | 03-2026 | 480000 | 0 | 480000
14634 | 03-2026 | 120000 | 0 | 120000
14635 | 03-2026 | 250000 | 0 | 250000
14636 | 03-2026 | 430000 | 0 | 430000
14637 | 03-2026 | 460000 | 23000 | 437000
14638 | 03-2026 | 265000 | 0 | 265000
14639 | 03-2026 | 1030000 | 0 | 1030000
14640 | 03-2026 | 1200000 | 0 | 1200000
14641 | 03-2026 | 40000 | 0 | 40000
14642 | 03-2026 | 365000 | 0 | 365000
14643 | 03-2026 | 20000 | 0 | 20000
14644 | 03-2026 | 2304000 | 0 | 2304000
14645 | 03-2026 | 120000 | 0 | 120000
14646 | 03-2026 | 100000 | 0 | 100000
14647 | 03-2026 | 40000 | 0 | 40000
14648 | 03-2026 | 530000 | 0 | 530000
